Indicator,Data Source,PUBLISH STATES,Year,iden,WHO region,Country,Beverage Types,Display Value,Numeric,High,Comments
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,DNK,Europe,Denmark,Wine,4.33,4.33,DNK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,DNK,Europe,Denmark,All types,9.64,9.64,DNK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,DNK,Europe,Denmark,Beer,3.61,3.61,DNK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,DNK,Europe,Denmark,Other alcoholic beverages,0.08,0.08,DNK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,DNK,Europe,Denmark,Spirits,1.6,1.6,DNK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,DNK,Europe,Denmark,Wine,4.35,4.35,DNK,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,DJI,Eastern Mediterranean,Djibouti,All types,1.34,1.34,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,DJI,Eastern Mediterranean,Djibouti,Beer,0.23,0.23,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,DJI,Eastern Mediterranean,Djibouti,Spirits,1.08,1.08,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,DJI,Eastern Mediterranean,Djibouti,Wine,0.03,0.03,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,DJI,Eastern Mediterranean,Djibouti,All types,0.95,0.95,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,DJI,Eastern Mediterranean,Djibouti,Beer,0.22,0.22,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,DJI,Eastern Mediterranean,Djibouti,Spirits,0.67,0.67,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,DJI,Eastern Mediterranean,Djibouti,Wine,0.06,0.06,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,DJI,Eastern Mediterranean,Djibouti,All types,1.03,1.03,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,DJI,Eastern Mediterranean,Djibouti,Beer,0.3,0.3,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,DJI,Eastern Mediterranean,Djibouti,Spirits,0.66,0.66,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,DJI,Eastern Mediterranean,Djibouti,Wine,0.07,0.07,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,DJI,Eastern Mediterranean,Djibouti,All types,1.02,1.02,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,DJI,Eastern Mediterranean,Djibouti,Beer,0.24,0.24,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,DJI,Eastern Mediterranean,Djibouti,Spirits,0.7,0.7,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,DJI,Eastern Mediterranean,Djibouti,Wine,0.08,0.08,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,DJI,Eastern Mediterranean,Djibouti,All types,1.18,1.18,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,DJI,Eastern Mediterranean,Djibouti,Beer,0.24,0.24,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,DJI,Eastern Mediterranean,Djibouti,Spirits,0.86,0.86,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,DJI,Eastern Mediterranean,Djibouti,Wine,0.07,0.07,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,DJI,Eastern Mediterranean,Djibouti,All types,1.23,1.23,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,DJI,Eastern Mediterranean,Djibouti,Beer,0.21,0.21,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,DJI,Eastern Mediterranean,Djibouti,Spirits,0.94,0.94,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,DJI,Eastern Mediterranean,Djibouti,Wine,0.08,0.08,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,DJI,Eastern Mediterranean,Djibouti,All types,1.02,1.02,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,DJI,Eastern Mediterranean,Djibouti,Beer,0.2,0.2,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0.03,0.03,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,DJI,Eastern Mediterranean,Djibouti,Spirits,0.75,0.75,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,DJI,Eastern Mediterranean,Djibouti,Wine,0.04,0.04,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,DJI,Eastern Mediterranean,Djibouti,All types,0.45,0.45,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,DJI,Eastern Mediterranean,Djibouti,Beer,0.18,0.18,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,DJI,Eastern Mediterranean,Djibouti,Spirits,0.22,0.22,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,DJI,Eastern Mediterranean,Djibouti,Wine,0.06,0.06,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,DJI,Eastern Mediterranean,Djibouti,All types,0.49,0.49,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,DJI,Eastern Mediterranean,Djibouti,Beer,0.21,0.21,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,DJI,Eastern Mediterranean,Djibouti,Spirits,0.21,0.21,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,DJI,Eastern Mediterranean,Djibouti,Wine,0.06,0.06,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,DJI,Eastern Mediterranean,Djibouti,All types,0.49,0.49,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,DJI,Eastern Mediterranean,Djibouti,Beer,0.21,0.21,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,DJI,Eastern Mediterranean,Djibouti,Spirits,0.21,0.21,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,DJI,Eastern Mediterranean,Djibouti,Wine,0.07,0.07,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,DJI,Eastern Mediterranean,Djibouti,All types,0.44,0.44,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,DJI,Eastern Mediterranean,Djibouti,Beer,0.2,0.2,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,DJI,Eastern Mediterranean,Djibouti,Spirits,0.18,0.18,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,DJI,Eastern Mediterranean,Djibouti,Wine,0.05,0.05,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,DJI,Eastern Mediterranean,Djibouti,All types,0.39,0.39,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,DJI,Eastern Mediterranean,Djibouti,Beer,0.12,0.12,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,DJI,Eastern Mediterranean,Djibouti,Spirits,0.19,0.19,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,DJI,Eastern Mediterranean,Djibouti,Wine,0.08,0.08,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,DJI,Eastern Mediterranean,Djibouti,All types,0.52,0.52,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,DJI,Eastern Mediterranean,Djibouti,Beer,0.16,0.16,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,DJI,Eastern Mediterranean,Djibouti,Spirits,0.23,0.23,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,DJI,Eastern Mediterranean,Djibouti,Wine,0.12,0.12,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,DJI,Eastern Mediterranean,Djibouti,All types,0.53,0.53,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,DJI,Eastern Mediterranean,Djibouti,Beer,0.11,0.11,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,DJI,Eastern Mediterranean,Djibouti,Spirits,0.22,0.22,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,DJI,Eastern Mediterranean,Djibouti,Wine,0.2,0.2,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,DJI,Eastern Mediterranean,Djibouti,All types,0.38,0.38,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,DJI,Eastern Mediterranean,Djibouti,Beer,0.12,0.12,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,DJI,Eastern Mediterranean,Djibouti,Other alcoholic beverages,0,0,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,DJI,Eastern Mediterranean,Djibouti,Spirits,0.22,0.22,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,DJI,Eastern Mediterranean,Djibouti,Wine,0.03,0.03,DJI,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,DMA,Americas,Dominica,All types,8.91,8.91,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,DMA,Americas,Dominica,Beer,0.81,0.81,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,DMA,Americas,Dominica,Other alcoholic beverages,0.07,0.07,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,DMA,Americas,Dominica,Spirits,6.94,6.94,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,DMA,Americas,Dominica,Wine,1.08,1.08,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,DMA,Americas,Dominica,All types,8.74,8.74,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,DMA,Americas,Dominica,Beer,1,1,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,DMA,Americas,Dominica,Other alcoholic beverages,0.04,0.04,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,DMA,Americas,Dominica,Spirits,6.82,6.82,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,DMA,Americas,Dominica,Wine,0.88,0.88,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,DMA,Americas,Dominica,All types,8.52,8.52,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,DMA,Americas,Dominica,Beer,0.84,0.84,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,DMA,Americas,Dominica,Other alcoholic beverages,0.06,0.06,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,DMA,Americas,Dominica,Spirits,6.64,6.64,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,DMA,Americas,Dominica,Wine,0.98,0.98,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,DMA,Americas,Dominica,All types,7.28,7.28,DMA,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,DMA,Americas,Dominica,Beer,0.31,0.31,DMA,
